"","LF_Number","LF_Name","total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","HPDG_total_prop","HPDG_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"16",22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",4,0,0,0,0,0.25,1,0.75,3,0,0,0,0,0,0
"17",52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",4,0,0,0,0,0.25,1,0.75,3,0,0,0,0,0,0
"18",56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",4,0,0,0,0,0.25,1,0.75,3,0,0,0,0,0,0
"19",61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",4,0,0,0,0,0.25,1,0.75,3,0,0,0,0,0,0
"20",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",4,0,0,0,0,0.25,1,0.75,3,0,0,0,0,0,0
"21",25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",4,0,0,0,0,0.25,1,0.25,1,0.5,2,0,0,0,0
"22",20,"LF20: Mortality or fitness reduction due to redd overspawn",4,0,0,0,0,0.25,1,0.25,1,0,0,0.5,2,0,0
"23",8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",4,0,0,0,0,0.25,1,0,0,0.25,1,0.5,2,0,0
"24",30,"LF30: Mortality or fitness reduction as a result of elevated predation",4,0,0,0,0,0.25,1,0,0,0.25,1,0,0,0.5,2
"25",3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",4,0,0,0,0,0.25,1,0,0,0,0,0.75,3,0,0
"26",34,"LF34: Mortality or fitness reduction due to competition from invasive species",4,0,0,0,0,0.25,1,0,0,0,0,0.75,3,0,0
"27",39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",4,0,0,0,0,0.25,1,0,0,0,0,0.75,3,0,0
"28",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",4,0,0,0,0,0.25,1,0,0,0,0,0,0,0.75,3
"29",47,"LF47: Mortality or fitness reduction due to elevated predation",4,0,0,0,0,0.25,1,0,0,0,0,0,0,0.75,3
"30",26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"31",42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"32",43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"33",44,"LF44: Mortality or fitness reduction as a result of poor pH levels",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"34",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"35",49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"36",51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"37",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"38",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"39",64,"LF64: Mortality or fitness reduction due to increases in salinity",4,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"40",33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,0,0,0,0,0,0,0.75,3,0.25,1,0,0,0,0
"41",35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",4,0,0,0,0,0,0,0.75,3,0.25,1,0,0,0,0
"42",10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",4,0,0,0,0,0,0,0.75,3,0,0,0.25,1,0,0
"43",19,"LF19: Mortality or fitness reduction due to early alevin emergence",4,0,0,0,0,0,0,0.75,3,0,0,0.25,1,0,0
"44",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",4,0,0,0,0,0,0,0.75,3,0,0,0.25,1,0,0
"45",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",4,0,0,0,0,0,0,0.75,3,0,0,0.25,1,0,0
"46",54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",4,0,0,0,0,0,0,0.75,3,0,0,0.25,1,0,0
"47",55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",4,0,0,0,0,0,0,0.75,3,0,0,0.25,1,0,0
"48",27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",4,0,0,0,0,0,0,0.75,3,0,0,0,0,0.25,1
"49",28,"LF28: Mortality or fitness reduction as a result of poor pH levels",4,0,0,0,0,0,0,0.75,3,0,0,0,0,0.25,1
"50",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",4,0,0,0,0,0,0,0.25,1,0.25,1,0,0,0.5,2
"51",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",4,0,0,0,0,0,0,0.25,1,0,0,0,0,0.75,3
"52",70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",4,0,0,0,0,0,0,0,0,0.75,3,0.25,1,0,0
"53",21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",4,0,0,0,0,0,0,0,0,0.25,1,0.5,2,0.25,1
"54",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",4,0,0,0,0,0,0,0,0,0.25,1,0.25,1,0.5,2
"55",15,"LF15: Mortality or fitness reduction due to deleterious substances",4,0,0,0,0,0,0,0,0,0.25,1,0.25,1,0.5,2
"56",65,"LF65: Mortality or fitness reduction due to deleterious substances",4,0,0,0,0,0,0,0,0,0.25,1,0.25,1,0.5,2
"57",5,"LF5: Mortality or fitness reduction due to competition with invasive species",4,0,0,0,0,0,0,0,0,0.25,1,0,0,0.75,3
"58",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",4,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"59",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",4,0,0,0,0,0,0,0,0,0,0,0.5,2,0.5,2
"60",40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",4,0,0,0,0,0,0,0,0,0,0,0.25,1,0.75,3
"61",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",4,0,0,0,0,0,0,0,0,0,0,0.25,1,0.75,3
"62",48,"LF48: Mortality or fitness reduction due to predation by invasive species",4,0,0,0,0,0,0,0,0,0,0,0.25,1,0.75,3
"63",4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"64",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"65",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"66",18,"LF18: Mortality due to redd disturbance by humans",4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"67",29,"LF29: Mortality or fitness reduction due to deleterious substances",4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"68",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",4,0,0,0,0,0,0,0,0,0,0,0,0,1,4
