"","LF_Number","LF_Name","total_count","HPDG_total_prop","HPDG_total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"18",57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"19",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"20",61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"21",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"22",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"23",64,"LF64: Mortality or fitness reduction due to increases in salinity",10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"24",68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",10,0.9,9,0.1,1,0,0,0,0,0,0,0,0,0,0
"25",70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",10,0.9,9,0.1,1,0,0,0,0,0,0,0,0,0,0
"26",20,"LF20: Mortality or fitness reduction due to redd overspawn",10,0.9,9,0,0,0,0,0,0,0,0,0.1,1,0,0
"27",15,"LF15: Mortality or fitness reduction due to deleterious substances",10,0.8,8,0,0,0,0,0,0,0,0,0.2,2,0,0
"28",22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",10,0.7,7,0.2,2,0,0,0,0,0,0,0.1,1,0,0
"29",58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",10,0.7,7,0,0,0.1,1,0.2,2,0,0,0,0,0,0
"30",59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",10,0.7,7,0,0,0.1,1,0.2,2,0,0,0,0,0,0
"31",25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",10,0.7,7,0,0,0.1,1,0.1,1,0,0,0.1,1,0,0
"32",65,"LF65: Mortality or fitness reduction due to deleterious substances",10,0.7,7,0,0,0,0,0,0,0,0,0.3,3,0,0
"33",19,"LF19: Mortality or fitness reduction due to early alevin emergence",10,0.7,7,0,0,0,0,0,0,0,0,0,0,0.3,3
"34",30,"LF30: Mortality or fitness reduction as a result of elevated predation",10,0.7,7,0,0,0,0,0,0,0,0,0,0,0.3,3
"35",51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",10,0.5,5,0.1,1,0.1,1,0.1,1,0.2,2,0,0,0,0
"36",69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",10,0.5,5,0.1,1,0,0,0,0,0.2,2,0.2,2,0,0
"37",67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",10,0.5,5,0,0,0.4,4,0.1,1,0,0,0,0,0,0
"38",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",10,0.5,5,0,0,0,0,0,0,0.2,2,0.3,3,0,0
"39",36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",10,0.4,4,0.2,2,0.1,1,0,0,0,0,0.3,3,0,0
"40",37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",10,0.4,4,0.2,2,0.1,1,0,0,0,0,0.3,3,0,0
"41",38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",10,0.4,4,0,0,0.2,2,0,0,0,0,0.4,4,0,0
"42",29,"LF29: Mortality or fitness reduction due to deleterious substances",10,0.4,4,0,0,0,0,0,0,0,0,0.3,3,0.3,3
"43",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",10,0.4,4,0,0,0,0,0,0,0,0,0.2,2,0.4,4
"44",39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",10,0.2,2,0,0,0.1,1,0,0,0.3,3,0.4,4,0,0
"45",40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",10,0.1,1,0.1,1,0,0,0.3,3,0,0,0.5,5,0,0
"46",6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",10,0,0,0.2,2,0.3,3,0.2,2,0,0,0.3,3,0,0
"47",7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",10,0,0,0.1,1,0.1,1,0.3,3,0.1,1,0.3,3,0.1,1
"48",8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",10,0,0,0.1,1,0,0,0.2,2,0.1,1,0.5,5,0.1,1
"49",1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",10,0,0,0,0,0,0,0.2,2,0.4,4,0.4,4,0,0
"50",11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",10,0,0,0,0,0,0,0.1,1,0.3,3,0.6,6,0,0
"51",9,"LF9: Mortality or fitness reduction due to fishing",10,0,0,0,0,0,0,0,0,0.2,2,0.8,8,0,0
"52",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"53",3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"54",5,"LF5: Mortality or fitness reduction due to competition with invasive species",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"55",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"56",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"57",18,"LF18: Mortality due to redd disturbance by humans",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"58",21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"59",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"60",34,"LF34: Mortality or fitness reduction due to competition from invasive species",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"61",47,"LF47: Mortality or fitness reduction due to elevated predation",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"62",48,"LF48: Mortality or fitness reduction due to predation by invasive species",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"63",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",10,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"64",50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",10,0,0,0,0,0,0,0,0,0,0,0.9,9,0.1,1
"65",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"66",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"67",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"68",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",10,0,0,0,0,0,0,0,0,0,0,0,0,1,10
