"","LF_Number","LF_Name","total_count","HPDG_total_prop","HPDG_total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"17",55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",8,0.375,3,0,0,0.125,1,0.125,1,0,0,0.125,1,0.25,2
"18",56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",8,0.375,3,0,0,0.125,1,0.125,1,0,0,0.125,1,0.25,2
"19",57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",8,0.375,3,0,0,0.125,1,0.125,1,0,0,0.125,1,0.25,2
"20",40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",8,0.375,3,0,0,0,0,0.25,2,0,0,0,0,0.375,3
"21",11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",8,0.375,3,0,0,0,0,0.125,1,0.125,1,0.25,2,0.125,1
"22",6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",8,0.25,2,0.5,4,0,0,0.125,1,0.125,1,0,0,0,0
"23",36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",8,0.125,1,0.5,4,0.25,2,0.125,1,0,0,0,0,0,0
"24",69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",8,0.125,1,0.125,1,0.25,2,0,0,0,0,0.25,2,0.25,2
"25",7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",8,0.125,1,0.125,1,0,0,0.125,1,0.25,2,0.375,3,0,0
"26",4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",8,0.125,1,0,0,0,0,0,0,0,0,0,0,0.875,7
"27",37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",8,0,0,0.5,4,0.25,2,0.125,1,0,0,0,0,0.125,1
"28",50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",8,0,0,0.125,1,0.375,3,0,0,0.375,3,0.125,1,0,0
"29",8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",8,0,0,0.125,1,0,0,0.125,1,0.25,2,0.5,4,0,0
"30",65,"LF65: Mortality or fitness reduction due to deleterious substances",8,0,0,0,0,0.125,1,0,0,0,0,0,0,0.875,7
"31",9,"LF9: Mortality or fitness reduction due to fishing",8,0,0,0,0,0,0,0,0,0.625,5,0.375,3,0,0
"32",10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",8,0,0,0,0,0,0,0,0,0.25,2,0.75,6,0,0
"33",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",8,0,0,0,0,0,0,0,0,0.25,2,0.75,6,0,0
"34",5,"LF5: Mortality or fitness reduction due to competition with invasive species",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"35",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"36",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"37",18,"LF18: Mortality due to redd disturbance by humans",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"38",20,"LF20: Mortality or fitness reduction due to redd overspawn",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"39",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"40",34,"LF34: Mortality or fitness reduction due to competition from invasive species",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"41",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"42",42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"43",47,"LF47: Mortality or fitness reduction due to elevated predation",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"44",48,"LF48: Mortality or fitness reduction due to predation by invasive species",8,0,0,0,0,0,0,0,0,0.125,1,0.875,7,0,0
"45",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",8,0,0,0,0,0,0,0,0,0,0,1,8,0,0
"46",3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",8,0,0,0,0,0,0,0,0,0,0,1,8,0,0
"47",33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",8,0,0,0,0,0,0,0,0,0,0,0.25,2,0.75,6
"48",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"49",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"50",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"51",15,"LF15: Mortality or fitness reduction due to deleterious substances",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"52",26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"53",27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"54",28,"LF28: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"55",29,"LF29: Mortality or fitness reduction due to deleterious substances",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"56",30,"LF30: Mortality or fitness reduction as a result of elevated predation",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"57",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"58",43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"59",44,"LF44: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"60",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"61",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"62",49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"63",52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"64",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"65",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"66",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"67",64,"LF64: Mortality or fitness reduction due to increases in salinity",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"68",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
